Biomarker Name,Food Source,Biological Sample,Analytic Procedure,Literature name
arginine,-,-,-,ID1889
arginine,-,-,-,ID2313
arginine,-,whole-body of fish larvae,-,ID2350
arginine,eggplant (non-seed area),-,-,ID2354
arginine,-,"follicular fluid, serum, urine",-,ID3160
arginine,-,colonic tissue,-,ID3262
Arginine,"Parmigiano Reggiano, Mountain-CQ category",-,NMR metabolomics,ID3295
arginine,-,-,-,ID3709
arginine,-,blood plasma,-,ID3784
arginine,dietary arginine supplementation,-,-,ID3785
arginine,Lo-MP diet,-,-,ID38
arginine,KGM,-,-,ID4364
arginine,soy and miso (sources of dietary isoflavones),"urine, plasma",1H NMR-based analytical methods,ID4924
arginine,-,-,"targeted metabolomics analysis, untargeted metabolomics",ID76
arginine,-,-,-,ID917
arginine,-,-,-,PMC10135468
arginine,-,-,-,PMC10377267
arginine,-,-,-,PMC11544950
arginine,-,-,-,PMC12147395
arginine,-,plasma,-,PMC4069046
arginine,-,-,-,PMC5998778b
arginine,-,-,-,PMC6115722
arginine,-,-,-,PMC6356665b
arginine,-,-,-,PMC6465680
arginine,Citrus,-,-,PMC7138659
arginine,-,-,-,PMC7767148
arginine,-,-,-,PMC8510114
arginine,oral arginine; ready-to-use supplementary food (RUSF) fortified with arginine and citrulline,plasma,-,PMC7972183
arginine,-,-,-,PMC8781654
arginine,-,-,-,PMC9460359
arginine,milk,plasma,-,PMC9926800b
arginine,dietary ME and CP levels,-,-,PMC9720343
argininosuccinate,-,-,-,PMC5998778b
argininosuccinic acid,-,-,-,PMC12547770
Arg,-,-,-,ID1041
argininosuccinic acid,-,urine,-,PMC8052098
Aristol-1(10)-ene,-,-,-,ID4703
aristolactam-I-deoxyadenosine,-,renal cortex DNA,32P-postlabeling polyacrylamide gel electrophoresis,PMC8627473b
armillaribin,honey mushrooms,-,-,ID5422
aromatic amino acids,-,-,-,ID1104
arsenate,-,urine,-,PMC5811395
aromatic ketones,(poly)phenol enriched diets,"plasma, urine",untargeted metabolomics,PMC9343475b
arsenic,shellfish,"breastmilk, urine",-,ID4927
arsenic,"brown rice, black rice, wild rice, white rice, lentils, rice-based baby cereals, rice snacks, infant formula, cereals such as rice and lentils, rice-based infant foods",urine (in-utero urinary elemental exposure),Weighted quantile sum regression analysis,ID837
arsenic,seafood,"urine (spot), EDTA blood",Inductively Coupled Plasma Mass Spectrometry,PMC11782553q
arsenite,-,urine,-,PMC5811395
arsenobetaine,marine fish and crustaceans,"blood plasma, serum, plasma, seal plasma, urine","liquid chromatography每tandem mass spectrometry, headspace gas chromatography, graphite furnace每atomic absorption spectrometry",ID1509
arsenobetaine,marine prey,-,-,ID332
arsenobetaine,cod,plasma,-,ID683
arsenobetaine,"marine organisms, marine fish and invertebrates, fish, cephalopods, benthic invertebrates, pelagic crustaceans, zooplankton, cnidarians",plasma,graphite furnace-atomic absorption spectrometry,ID887
arsenobetaine,seafood,urine,anion-exchange high performance liquid chromatography coupled to inductively coupled plasma mass spectrometry; high performance liquid chromatography coupled to inductively coupled plasma triple quadrupole mass spectrometry,PMC10853483
arsenobetaine,seafood,urine,-,PMC5811395
arsenobetaine,fish,-,-,PMC5819202
arsenobetaine,bivalve and crustaceous; fish; seafood,urine,-,PMC5985515
Arsenobetaine,seafood,-,-,PMC6937850b
arsenobetaine,fish and shellfish,"urine, plasma",untargeted measurements,PMC6937850c
arsenobetaine,-,-,-,PMC8634495
arsenobetaine,fish,-,-,PMC9219016
arsenocholine,seafood,urine,-,PMC5811395
artemisetin,-,-,-,ID2641
Artepillin-C,green propolis,milk,-,PMC5340374
Arthonioic acid,-,-,-,ID3546
arundoin,Imperata cylindrica,-,-,PMC9655807
AsA,-,-,"high performance liquid chromatography, quantitative reverse transcription-polymerase chain reaction",ID2763
ascorbate derivatives,-,-,-,ID1059
ascorbate derivatives,broccoli or raspberries,urine,flow injection electrospray-MS fingerprinting,ID53
ascorbate,"Raspberry, broccoli",spot urine,-,ID1001
Ascorbate,-,-,-,ID200
ascorbate,broccoli and raspberries,urine,-,ID2103
ascorbate,-,-,-,ID3716
ascorbate,-,-,-,ID4082
ascorbate,-,"plasma, blood",-,ID4679
ascorbate,-,-,-,ID490
ascorbate,-,-,-,ID4924
ascorbate,"broccoli, raspberries",urine,-,ID5494
ascorbate,Broccoli; Raspberries,Urine,FIE-MS,ID900
ascorbate,"Vitamin C, fruit, vegetable",-,-,ID945
ascorbate,-,urine,-,PMC10146652
ascorbate,-,-,-,PMC5635055
ascorbate,vegetable kingdom,-,-,PMC5872592
ascorbate,-,-,-,PMC5998778
ascorbate,Vitamin C,-,-,PMC5998778b
ascorbate,-,-,-,PMC6533170
ascorbic acid 2-sulfate,-,fasting plasma,-,PMC10900193
ascorbic acid 3-sulfate,-,fasting plasma,-,PMC10900193
ascorbic acid-2-sulfate,-,-,-,PMC10447619
ascorbic acid-3-sulfate,-,-,-,PMC10447619
ascorbic acid,-,-,-,ID1059
ascorbic acid,-,"plasma, semen, follicular fluid, blood, adrenal gland, pituitary, CL, placenta",-,ID1646
ascorbic acid,"high-lycopene tomato sauce, normal-lycopene content tomato sauce",serum,-,ID1717
ascorbic acid,vitamin C intake,plasma,-,ID180
ascorbic acid,-,-,FC,ID207
ascorbic acid,-,-,-,ID1896
ascorbic acid,"organ meats from large animals, plant foods",-,-,ID2649
ascorbic acid,-,-,high performance liquid chromatography,ID2763
ascorbic acid,-,Fasting blood,-,ID2881
ascorbic acid,-,serum,-,ID313
ascorbic acid,-,-,UV-Visible spectrophotometry,ID3223
ascorbic acid,vitamin C,urine,HPLC,ID3293
ascorbic acid,-,-,solid phase extraction (Oasis HLB),ID3453
ascorbic acid,fruit and vegetable,plasma,according to Vuillemier and Keck,ID350
ascorbic acid,-,-,-,ID3831
ascorbic acid,-,-,-,ID3879
ascorbic acid,-,-,"2,6,-dichlorolindophenol method",ID4116
ascorbic acid,orange juice,-,"titration with 2,6-dichlorophenolindophenol solution",ID4276
ascorbic acid,Vitamin C,-,-,ID4425
ascorbic acid,-,plasma,-,ID4771
ascorbic acid,申正立件 C,urine,-,ID4861
ascorbic acid,-,-,-,ID4924
ascorbic acid,vitamin C,plasma,HPLC,ID5412
ascorbic acid,-,heparinized plasma,high-performance liquid chromatography,ID5455
ascorbic acid,-,plasma,"reduction of 2,6-dichlorophenol indophenol",ID5511
ascorbic acid,"vitamin C tablet, lemon juice, herbal medicine (Kabasura Kudineer)",-,electrochemical sensor,ID5521
ascorbic acid,-,-,-,ID685
ascorbic acid,pelleted stock food,adrenal glands,-,ID711
ascorbic acid,fruit and vegetable intake,-,-,ID971
ascorbic acid,-,-,-,PMC10464363
ascorbic acid,"total vegetable, leafy green vegetable, root vegetable, onion",-,-,PMC11317775
ascorbic acid,fruit and vegetable intake,plasma,"ion-paired, reversed-phase, high-performance liquid chromatography using electrochemical detection",PMC11662232
ascorbic acid,-,plasma,untargeted GC-MS/MS,PMC12137320
ascorbic acid,sauerkraut,-,-,PMC12220828
ascorbic acid,dietary crude protein,"colonic content, serum",-,PMC12281987
ascorbic acid,ascorbic acid (500 mg twice per day),plasma,-,PMC3046321
ascorbic acid,-,Plasma,HPLC,PMC3257808
ascorbic acid,-,plasma,HPLC,PMC3309065
ascorbic acid,-,Serum,HPLC,PMC4000941
ascorbic acid,-,plasma,methods described previously,PMC4054598
ascorbic acid,-,-,-,PMC4811331
ascorbic acid,-,"plasma, urine","metaphosphoric acid and stannous chloride precipitation, 2,6-dichloroindophenol and dinitrophenylhydrazine colorimetric assay",PMC4134006
ascorbic acid,fruits and vegetables,-,-,PMC5107344
ascorbic acid,vegetable kingdom,-,-,PMC5872592
ascorbic acid,-,Plasma,HPLC,PMC6083628
ascorbic acid,-,blood,-,PMC6250988
Ascorbic Acid,high-iron diet,liver,-,PMC6315421
ascorbic acid,-,blood,-,PMC6320628
Ascorbic acid,-,-,-,PMC6356665
ascorbic acid,"Plant-derived foods, especially crops",-,-,PMC6706459
ascorbic acid,-,-,-,PMC7145309
ascorbic acid,kiwifruit,-,-,PMC7430263
ascorbic acid,-,"plasma, serum",-,PMC7972183
ascorbic acid,Citrus fruits,-,-,PMC8510114
ascorbic acid,apple fruit,-,-,PMC8851858
ascorbic acid,Lettuce,-,-,PMC9219965
ascorbigen,-,-,-,ID677
Asn,-,plasma,-,ID1041
asparagine,"refined wheat, whole-meal rye, refined rye breads",-,-,ID1717
asparagine,-,-,-,ID1754
asparagine,-,-,-,ID2810
asparagine,-,-,-,ID3262
Asparagine,-,-,Chenomx,ID3295
asparagine,craft beers,-,-,ID3350
asparagine,-,serum,-,ID3479
Asparagine,-,-,-,ID3525
asparagine,-,-,-,ID3750
asparagine,-,-,-,ID3831
Asparagine,-,-,-,ID426
asparagine,-,digesta,NMR 1H spectra profiling,ID4364
asparagine,-,serum,-,ID690
asparagine,-,-,-,ID917
asparagine,bean,-,-,ID743
asparagine,dairy products,plasma,-,PMC10005166
asparagine,-,-,-,PMC10377267
asparagine,"low-fat dairy, sodium",-,-,PMC10892314
asparagine,milk,plasma,-,PMC12147395
asparagine,glutamate,-,-,PMC5316172b
asparagine,-,-,-,PMC5320413
asparagine,-,-,-,PMC5998778b
asparagine,VE breakfast,-,-,PMC6115722
Asparagine,Very-low-carbohydrate diet,-,-,PMC6356665
asparagine,-,-,-,PMC6465680
asparagine,-,-,-,PMC9460359
asparagine,"Citrus varieties tolerant to HLB (e.g., A. buxifolia and M. paniculata); Citrus varieties tolerant to Huanglongbing (HLB) disease, such as C. latipes and orange jasmine (Murraya paniculata); some semi-tolerant Citrus varieties, such as Volkamer lemon and Palestine sweet lime; tolerant citrus germplasms",-,-,PMC8510114
asparaginyl valine,pea,-,-,PMC11317775
aspartame,artificial sweeteners,wastewater,-,PMC12532643
Asparaginyl valine,peas,-,MS/MS spectra scored against candidate spectra generated and calculated from the HMDB database using CFM-ID,PMC6315433b
aspartate,-,"Serum, Feces, Colonic biopsies",-,ID3262
Aspartate,Parmigiano Reggiano cheese,-,-,ID3295
aspartate,-,-,-,ID38
aspartate,-,-,-,ID917
aspartate,-,-,-,PMC10135468
aspartate,glutamate,-,-,PMC5316172b
aspartate,-,-,LC/MS Pos Early,PMC5998778b
aspartate,-,feces,-,PMC8176599c
aspartate,-,cardiac,-,PMC9321200
aspartate,-,plasma,-,PMC9926800b
aspartic acid/asparagine,-,-,chromatography,PMC9611411
aspartic acid,-,plasma,-,ID101
aspartic acid,-,-,-,ID1889
aspartic acid,fermented dairy products,serum,-,ID207
aspartic acid,-,-,-,ID2810
aspartic acid,-,-,-,ID2917
aspartic acid,strawberries,-,GC-MS,ID3405
aspartic acid,-,-,-,ID3479
Aspartic acid,-,-,-,ID3525
aspartic acid,-,-,-,ID3699
aspartic acid,-,-,-,ID3709
aspartic acid,-,-,-,ID3750
aspartic acid,-,-,OPLS-DA S-line plotting,ID4364
aspartic acid,-,-,-,ID4494
aspartic acid,-,-,targeted metabolomics analysis,ID76
Aspartic acid,-,-,-,ID84
Aspartic acid,dietary protein,-,-,PMC10778572
aspartic acid,-,-,-,PMC11274346
aspartic acid,folic acid supplementation,"plasma, serum",-,PMC11491453
aspartic acid,-,-,-,PMC11979912
aspartic acid,meat,plasma,GC-MS/MS,PMC12137320
aspartic acid,BCAA supplementation; mare milk,mare milk; plasma,-,PMC12147395
Aspartic acid,dietary iron loading,peripheral blood and plasma,liquid chromatography combined to high resolution mass spectrometry,PMC6315421
aspartic acid,-,-,-,PMC6968861
aspartic acid,-,-,-,PMC9460359
aspartic acid,"Citrus varieties tolerant to Huanglongbing (HLB) disease (e.g., C. latipes, orange jasmine (Murraya paniculata), A. buxifolia, M. paniculata)",-,-,PMC8510114
aspartic acid,"dietary ME level, dietary CP level",-,-,PMC9720343
asperglaucide,-,-,-,PMC6356755
Asp,-,plasma,-,ID1041
assamicain A,spring Tieguanyin tea,-,LDA and OPLS-DA,ID1801
astaxanthin,Vegetable juice,-,-,ID1576
astaxanthin,Krill powder,-,-,ID1136
astaxanthin,-,plasma,external standard curves,ID169
astaxanthin,"microalgae, certain microorganisms, marine animals","primary cultures of rat hepatocytes, human and primary human hepatocytes, retinol-deficient rats",GCeMS,ID2613
astaxanthin,Seaweeds,-,-,ID2954
astaxanthin,organic salmon,-,Analysis of the free astaxanthin isomeric pattern,ID5193
astaxanthin,green alga Haematococcus pluvialis,-,-,PMC5403934
astaxanthin,-,-,-,PMC6706459
Astaxanthin,salmon and red seafood,-,-,PMC6937850b
astaxanthin,"salmon, shellfish, algae, krill, crayfish, salmon roe, shrimp, crab, food colorants (E161), supplements","serum, plasma",-,PMC6937850c
asterina-330,cyanobacteria and algae,-,-,PMC5403934
astragalin,-,-,-,ID1541
asymmetric dimethylarginine,-,urine,ultra-performance liquid chromatography with tandem mass spectrometry,PMC12607497
asymmetric dimethylarginine,-,urine (24 h),-,PMC6559376
asymmetric dimethylarginine,-,-,-,PMC9926800b
ATNC,"hot dog, cured meat, nitrite-cured meat, dietary hemin","feces, fecal water",HCl/HBr/HOAc/EtOAc mixture reflux,PMC3788046
ATP,0.06% GAA dietary inclusion,breast meat,-,ID1448
atractylenin glucuronide,coffee,-,-,PMC6790579
atractylenolide III,-,-,-,PMC10534092
atractyligenin glucuronide,filtered coffee,plasma,-,ID1952
atractyligenin glucuronide,-,-,-,ID2313
Atractyligenin glucuronide,Coffee,-,-,ID900
atractyligenin glucuronide,-,-,-,ID917
atractyligenin glucuronide,Coffee,-,-,PMC5728065
atractyloside analogue II,-,-,-,PMC10651463
Atractyloside,-,-,-,PMC11979912
aucubin,-,-,GLC analysis,ID368
auramine,-,-,-,ID1493
auraptene,Citrus species,-,-,PMC8510114
auroxanthin,"Spice red pepper, Orange juice",-,-,ID1576
austalide G,"soy-food fermentation, Aspergillus fermented food components",urine,-,PMC11222465
autheroxanthin,"Spice red pepper, Red paprika, Orange, mandarin",-,"UV, PDA",ID1576
autoinducers-2,-,cecal digesta,Vibrio harveyi bioluminescence assay,ID1282
avenacoside A,whole grains,-,-,ID5405
avenacoside-A,"oat, oat bran",urine (24 h),-,ID354
avenacoside-B,oats,urine,triple quadrupole mass spectrometry,ID354
avenacosides,oats,urine,targeted metabolite analyses,ID354
avenacoside,wholegrain oats,-,-,PMC10689354
avenacoside,oats,"plasma, urine",-,PMC11317775
avenacoside,wholegrain oats,-,-,PMC10689354b
Avenanthramide 2c,-,-,-,ID3427
Avenanthramide 2c/k,-,-,-,ID3740
avenanthramide 2c,-,-,-,PMC5644282
Avenanthramide 2f,-,-,-,ID3812
avenanthramide 2f,-,-,-,PMC5644282
Avenanthramide 2f,buckwheat seeds,-,PLS-DA,ID3980
Avenanthramide 2p,-,-,-,ID3427
Avenanthramide 2p,-,-,-,ID2953
avenanthramide A,oats,"serum, urine",triple quadrupole mass spectrometry,ID354
avenanthramide B,-,-,-,ID354
Avenanthramide C,-,-,-,ID3427
avenanthramide C,oats,"serum, urine",triple quadrupole mass spectrometry,ID354
avenanthramides,oats,"serum, plasma, urine",triple quadrupole mass spectrometry,ID354
avenanthramides,oats,"plasma, urine",-,PMC11317775
Aventramide K,-,-,-,ID3974
avocadene 2-acetate,-,-,-,PMC7696221
azelaic acid,whole-grain rye bread,-,-,ID1717
azelaic acid,-,-,-,ID1896
azelaic acid,Georgian hazelnuts,-,-,ID2917
azelaic acid,-,-,desorption analysis,ID4736
azelaic acid,-,-,-,ID917
azelaic acid,-,-,-,PMC11920081b
azelaic acid,"high dietary fiber content, low-protein diets, probiotics","plasma, cecum, colon, gut, feces",-,PMC12281987
azelaic acid,-,-,-,PMC5314113
azelaic acid,-,urine,-,PMC6145889
Azelaic acid,Whole-grain rye bread intake,-,-,PMC6356665
azelate (nonanedioate; C9),-,-,-,PMC11600117b
azelate,lipid-rich challenge drink,-,-,ID2963
azelate,-,feces,-,PMC10136752
azelate,-,-,-,PMC5654571
azelate,-,-,LC/MS Neg,PMC5998778b
azetidine-2-carboxylic acid,-,-,-,PMC5998778b
B vitamins,-,-,-,ID3716
B vitamins,-,serum or plasma,-,ID4425
b-alanine,meat,-,-,ID769
B-complex vitamins,-,-,-,ID2321
B-glucose,-,-,-,ID1059
B-hydroxybutyrate,-,-,-,ID1059
b-hydroxybutyrate,ketogenic diet,-,-,ID1536
B-trisaccharide,a variety of animal-derived foods,-,-,PMC11243545
B-vitamins,-,-,-,PMC11704572
B12,-,serum,Thin Layer Chromatography,PMC4000941
bacteriophagephytin,kimchi,-,-,PMC5069746
BAIBA,-,plasma,-,PMC4017355
baicalein,Phaeocystisglobose (red algae),-,-,ID2954
BaP-tetrol,-,urine,-,ID5562
BaP,-,-,-,PMC10935191
barbecued meat,grilled/barbecued meat,-,-,PMC4110595
beauvericin,foods,-,-,PMC7150841
behenate,-,-,-,PMC5998778b
Behenic acid,freshwater fish oil,-,-,ID189
behenic acid,-,-,-,ID2483
behenic acid,-,-,-,ID302
behenic acid,-,-,-,ID461
behenic acid,macadamia nuts; peanut; peanut butter; saturated fat,-,-,ID534
behenic acid,-,-,-,ID555
behenic acid,-,urine,-,PMC10608872
behenic acid,-,-,calibration curves,PMC10651463
behenic acid,meat,-,-,PMC10788194
behenic acid,-,-,-,PMC12571982
behenic acid,-,-,-,PMC6465680
Behenic acid,-,-,-,PMC6682955
Behenic Acid,-,-,-,PMC6770493
behenic acid,-,-,-,PMC6770493b
behenic acid,-,-,-,PMC8277434
behenic acid,-,plasma phospholipid,thin layer chromatography followed by gas chromatography,PMC8571866
behenic,-,-,-,PMC4310362
behenoyl sphingomyelin,-,-,LC/MS Pos Late,PMC5998778b
behenoylcarnitine (C22),-,-,-,ID958
behenoylcarnitine (C22),-,-,-,PMC7600452
benzaldehyde,Non-alcoholic beverages sum,-,-,ID1022
benzaldehyde,-,-,-,ID1059
benzaldehyde,-,stool,metabolomics,ID2597
benzaldehyde,"fruits, particularly from berries",-,-,ID1278
benzaldehyde,-,-,-,ID3750
benzaldehyde,-,-,-,PMC11979912
benzaldehyde,-,-,-,PMC2899844
benzene sulfate,-,Serum,-,PMC12134907
"Benzene, (1-butylnonyl)-",-,-,-,ID4703
"Benzene, (1-ethylundecyl)-",-,-,-,ID4703
"Benzene, (1-propyldecyl)-",-,-,-,ID4703
"Benzene-1,2,3-triol",-,-,-,PMC7528558
"Benzene-1,2-diol",-,-,-,PMC7528558
"Benzene-1,3,5-triol",-,-,-,PMC7528558
"Benzene-1,3-diol",-,-,-,PMC7528558
benzeneacetaldehyde,nsiho (dehulled fermented maize),-,-,PMC10776939
benzeneacetic acid 1-methylethyl ester,-,-,-,PMC9506141
benzeneacetic acid,-,-,-,ID4924
benzenemethanol,-,-,-,ID2084
benzene,-,-,-,ID1059
benzo(a)pyrene,diet,-,-,ID5562
benzoate,-,-,-,ID1541
benzoate,-,-,-,PMC5998778b
benzoate,rice bran,plasma,-,PMC6687089
benzoate,navy bean,plasma,-,PMC8026539
benzoate,-,"blood, urine, tissues, organs",NMR-based metabolomics,PMC9455659
benzoic acid adduct,banana,-,-,ID1051
"benzoic acid, ethyl ester",-,-,-,ID2084
Benzoic acid-4-glucuronide,-,-,-,PMC7528558
Benzoic acid-4-sulfate,-,-,-,PMC7528558
benzoic acids,(poly)phenol enriched diets,"plasma, urine",UHPLC-HRMS untargeted platform,PMC9343475b
benzoic acid,quercetin intake,urine,-,ID1001
benzoic acid,-,-,-,ID1059
benzoic acid,-,urine,-,ID1926
benzoic acid,fermented dairy products and cheese,-,-,ID207
benzoic acid,-,-,-,ID2478
benzoic acid,-,-,targeted analysis of primary metabolites,ID2917
benzoic acid,polyphenol-rich foods,urine,-,ID2934
Benzoic acid,-,-,-,ID2953
Benzoic acid,"GF flour and matrix type (cereals, pseudocereals and legumes)",-,"OPLS-DA models, VIP analysis",ID3265
benzoic acid,-,-,-,ID3535
Benzoic acid,-,-,-,ID3974
benzoic acid,-,-,-,ID4213
benzoic acid,-,-,APCI-MS,ID4495
benzoic acid,"total polyphenol intake, fruit and vegetable intake, dietary benzoic acid (food additive), quinic acid, aromatic amino acids, toluene",-,-,ID4605
benzoic acid,-,-,-,ID85
benzoic acid,wine,feces,UPLC-ESI-MS/MS and UPLC-TOF-MS,PMC10673339
benzoic acid,-,-,-,PMC11045835
benzoic acid,-,-,-,PMC9087329
benzoic acid,"recommended dietary group, BKD, 2010 DGA, western dietary regimens, TAD","urine, urinary extracts, urinary samples",-,PMC11222465
benzoic acid,-,-,-,PMC9343475
benzoquinone,-,human serum,targeted adductomics assay,PMC8195033
benzoxazinoids,wholegrain wheat/rye,-,-,ID2022
Benzoxazinoid derivatives,Whole-grain sourdough rye bread/white-wheat bread with rye bran Whole-grain rye Whole-grain bread Whole-grain bread,-,-,ID900
benzoxazinoids,"whole-grain wheat, wheat, rye","urine, plasma",untargeted and targeted metabolomics,ID354
benzoxazinoid,whole grains,urine,-,PMC6356665b
benzoylglutamic acid,-,-,-,PMC9343475
"benzo[a]pyrene-7,8-diol-9,10-epoxide",-,-,-,PMC10935191
benzo[a]pyrene,shellfish,-,-,ID4927
benzyl alcohol sulfate,-,-,Method B,PMC7603051b
benzyl alcohol,Golden Berries,-,-,PMC10857591
benzyl alcohol,grass diets,-,-,ID801
benzyl methyl ketone,-,urine,-,PMC2899844
benzyl glucosinolate,-,-,-,ID2301
benzyl-alcohol glycine,Golden Berries,-,-,PMC10857591
berberine,"Hydrastis canadensis (goldenseal), Coptis chinensis (coptis or goldenthread), Berberis aquifolium (Oregon grape), Berberis vulgaris (barberry), Berberis aristata (tree turmeric)",-,-,PMC7145309
bergamottin,-,-,-,PMC3575927
bergapten,-,-,-,ID4027
bergapten,-,-,-,PMC11847532
bergaptol glucuronide,vegetable,-,-,PMC10005166
bergaptol sulfate,-,-,-,PMC9219016
beta 2 microglobulin,-,urine,western blot,PMC8195817
beta carotene,-,Serum,high-performance liquid chromatography,ID1129
beta carotene,-,serum,-,ID205
beta carotene,Healthy Foods cluster,-,high pressure liquid chromatography,ID4922
beta carotene,-,"adipose tissue, cheek cells, plasma",-,ID5446
beta carotene,Dietary 汕 carotene,Circulating 汕 carotene levels,-,PMC11190651
beta carotene,-,serum,-,PMC8120331
beta carotene,vegetable intake,-,-,PMC9022292
Beta carotene,-,-,-,PMC9268621
Beta cryptoxanthin,-,-,-,PMC9268621
beta glucuronidase,-,feces,-,ID1670
beta hydroxybutyrate,-,plasma,COBAS-MIRA analyser,ID2059
Beta tokoferol,-,-,-,ID3935
beta trace protein,-,"serum, urine",-,PMC8195817
beta ZEL,ZEN,urine (24 h),mass transitions,PMC5308244
beta+gamma-tocopherol,-,-,-,PMC9019929
"beta,4-p-Mentha-1(7),8(10)-dien-9-ol",-,-,-,ID4703
beta-1-4-mannoligosaccharides,coffee ?-mannans,-,-,ID3593
beta-1-4-MOS,-,-,-,ID3593
Beta-alanine,dark chocolate,urine,-,ID1169
beta-alanine,-,-,-,ID1195
beta-alanine,beef-based meal,plasma,-,ID1271
beta-alanine,cabbage leaves,-,-,ID2614
beta-alanine,-,-,-,ID3613
beta-Alanine,-,-,-,ID84
beta-alanine,"beef, meat",plasma,GC-MS/MS,ID859
beta-Alanine,Beef,Plasma,GC-MS,ID900
beta-alanine,beef meal,-,-,ID917
beta-alanine,-,-,-,PMC10320942
beta-alanine,low-fat dairy,-,-,PMC10892314
beta-alanine,-,plasma,1H-NMR,PMC12137320
beta-alanine,-,-,-,PMC5320413
beta-alanine,-,-,LC/MS Pos Early,PMC5998778b
beta-alanine,"beef, baked beef",plasma,-,PMC6937850c
beta-alanine,insect ingredient,liver,-,PMC7143670b
beta-alanine,-,-,-,PMC7569771b
beta-alanine,beef intake,plasma,-,PMC7840580
beta-alanine,animal protein intake,Plasma,-,PMC8952012
beta-alanine,-,-,-,PMC9460359
beta-Ala,-,plasma,-,ID1041
beta-amino isobutyrate,-,-,-,ID2745
beta-aminoisobutyrate,-,-,-,ID1059
beta-aminoisobutyric acid,-,plasma,-,PMC4017355
beta-apo-13-carotenone,-,-,-,ID2613
beta-apo-14∩-carotenal,-,-,-,ID2613
beta-apo-8-carotenal,-,HepG2 cells,-,ID358
beta-apo-8∩-carotene,-,-,-,ID2613
beta-apocarotenals,-,-,-,ID2613
beta-apocarotenoic acid,-,-,-,ID2613
beta-apocarotenones,-,-,-,ID2613
beta-Asp-Leu,-,-,-,ID971
beta-bisabolene,P. thellungiana (whole plant and roots),-,-,PMC11847532
"beta-carboxy-cis,cis-muconate",vanillin,microbial pellet,-,PMC7605359b
beta-carotenes,-,-,-,ID2264
beta-Carotene,-,-,-,ID1082
beta-carotene,-,-,-,ID1111
beta-carotene,"fruits and vegetables, whole-grain, dietary fiber, beta-carotene",plasma,HPLC,ID1138
beta-carotene,-,"plasma, serum",high performance liquid chromatography,ID1163
beta-carotene,-,plasma,-,ID1397
beta-Carotene,fish,-,Targeted biomarker analysis,ID1344
beta-carotene,-,plasma,-,ID1465
beta-carotene,traditional Mediterranean diet,-,-,ID1470
beta-carotene,-,blood,high-performance liquid chromatography,ID1549
beta-carotene,-,blood,-,ID1539
beta-carotene,broccoli,-,-,ID1616
beta-carotene,-,plasma,HPLC每MS,ID1576
beta-carotene,-,"plasma, follicular fluid, corpus luteum",-,ID1646
beta-carotene,-,plasma,linear regression analyses,ID1681
beta-carotene,-,plasma,-,ID169
beta-carotene,-,-,-,ID1798
beta-carotene,-,-,-,ID2215
beta-carotene,dietary supplement,plasma,-,ID226
beta-carotene,green leafy vegetable,-,-,ID2270
beta-carotene,-,subcutaneous adipose tissue,HPLC,ID2279
beta-carotene,-,-,-,ID2313
beta-carotene,-,-,-,ID2349
beta-carotene,-,-,-,ID2494
beta-carotene,-,plasma,"HPLC, GCMS",ID2613
beta-carotene,Broccoli,plasma,-,ID2864
beta-carotene,-,Serum,HPLC,ID2916
beta-carotene,carotene,plasma,-,ID3081
beta-carotene,"dietary folate, ascorbic acid, and carotene intake",serum,-,ID313
beta-carotene,-,"plasma, adipose tissue",method described by Hess et al with modifications,ID3137
beta-carotene,amaranth,-,-,ID3223
beta-carotene,-,Serum,reverse-phase high-performance liquid chromatography,ID350
beta-carotene,vegetables and fruits,-,-,ID358
beta-carotene,-,plasma,-,ID4
beta-carotene,-,plasma,-,ID3642
beta-carotene,-,-,-,ID4013
beta-carotene,-,"plasma, serum",-,ID4056
beta-carotene,-,plasma,-,ID4082
beta-carotene,"enriched foods; various greens (collard, turnip, spinach, lettuce), mangos, cantaloupe melons, peppers, pumpkin, carrots, and sweet potatoes; yams",plasma,reversed-phase-LC (RP-HPLC),ID4131
beta-carotene,"fresh fruit and vegetables, olive oil, all major antioxidants",plasma,reversed phase high performance liquid chromatography,ID417
beta-carotene,"fruit and vegetable intakes, carotenoid intake",plasma,-,ID4247
beta-carotene,FAV,plasma,-,ID427
beta-carotene,vegetables,plasma,HPLC,ID429
beta-carotene,fruit and vegetable,-,-,ID4445
beta-carotene,-,plasma,High performance liquid chromatography,ID4561
beta-carotene,-,plasma,reverse phase HPLC,ID4572
beta-carotene,fruit and vegetable,"Serum, plasma",HPLC,ID4576
beta-carotene,carotenoids,serum,isocratic HPLC,ID4646
beta-carotene,-,-,-,ID4679
beta-carotene,fruit and vegetable intake,fasting blood,clinical standardized methods,ID4712
beta-carotene,-,serum,-,ID4732
beta-carotene,"food-based 汕-carotene intake, carotenoid-rich foods, 汕-carotene intake","serum, plasma, blood",-,ID4769
beta-carotene,vegetable and fruit component of the FFI,plasma,reversed-phased high-performance liquid chromatography,ID4785
beta-carotene,-,serum,-,ID4880
beta-carotene,"fruit, berries, nuts, root vegetables",plasma,reverse-phase HPLC,ID4913
beta-carotene,carotenoids,plasma,-,ID4928
beta-carotene,"plant-based diets, plant foods",plasma,HPLC,ID494
beta-carotene,-,plasma,-,ID4945
beta-carotene,-,plasma,-,ID4954
